HGNC ID	Status	Approved symbol	Approved name	Previous symbol	Ensembl gene ID	NCBI gene ID
HGNC:54745	Approved	ACRP1	ACR pseudogene 1		ENSG00000175509	645529
HGNC:127	Approved	ACRV1	acrosomal vesicle protein 1		ENSG00000134940	56
HGNC:29567	Approved	ACSBG1	acyl-CoA synthetase bubblegum family member 1		ENSG00000103740	23205
HGNC:24174	Approved	ACSBG2	acyl-CoA synthetase bubblegum family member 2		ENSG00000130377	81616
HGNC:26101	Approved	ACSF2	acyl-CoA synthetase family member 2		ENSG00000167107	80221
HGNC:27288	Approved	ACSF3	acyl-CoA synthetase family member 3		ENSG00000176715	197322
HGNC:3569	Approved	ACSL1	acyl-CoA synthetase long chain family member 1	FACL2	ENSG00000151726	2180
HGNC:3570	Approved	ACSL3	acyl-CoA synthetase long chain family member 3	FACL3	ENSG00000123983	2181
HGNC:40227	Approved	ACSL3-AS1	ACSL3 antisense RNA 1		ENSG00000234193	105373904
HGNC:3571	Approved	ACSL4	acyl-CoA synthetase long chain family member 4	FACL4	ENSG00000068366	2182
HGNC:3571	Approved	ACSL4	acyl-CoA synthetase long chain family member 4	MRX63	ENSG00000068366	2182
HGNC:3571	Approved	ACSL4	acyl-CoA synthetase long chain family member 4	MRX68	ENSG00000068366	2182
HGNC:16526	Approved	ACSL5	acyl-CoA synthetase long chain family member 5	FACL5	ENSG00000197142	51703
HGNC:16496	Approved	ACSL6	acyl-CoA synthetase long chain family member 6	FACL6	ENSG00000164398	23305
HGNC:40772	Approved	ACSL6-AS1	ACSL6 antisense RNA 1		ENSG00000223548	101927693
HGNC:18049	Approved	ACSM1	acyl-CoA synthetase medium chain family member 1	BUCS1	ENSG00000166743	116285
HGNC:32017	Approved	ACSM2A	acyl-CoA synthetase medium chain family member 2A	ACSM2	ENSG00000183747	123876
HGNC:30931	Approved	ACSM2B	acyl-CoA synthetase medium chain family member 2B	ACSM2	ENSG00000066813	348158
HGNC:10522	Approved	ACSM3	acyl-CoA synthetase medium chain family member 3	SAH	ENSG00000005187	6296
HGNC:32016	Approved	ACSM4	acyl-CoA synthetase medium chain family member 4		ENSG00000215009	341392
HGNC:26060	Approved	ACSM5	acyl-CoA synthetase medium chain family member 5		ENSG00000183549	54988
HGNC:51295	Approved	ACSM5P1	acyl-CoA synthetase medium chain family member 5 pseudogene 1		ENSG00000260762	100421779
HGNC:31665	Approved	ACSM6	acyl-CoA synthetase medium chain family member 6	C10orf129	ENSG00000173124	142827
HGNC:16091	Approved	ACSS1	acyl-CoA synthetase short chain family member 1	ACAS2L	ENSG00000154930	84532
HGNC:15814	Approved	ACSS2	acyl-CoA synthetase short chain family member 2	ACAS2	ENSG00000131069	55902
HGNC:24723	Approved	ACSS3	acyl-CoA synthetase short chain family member 3		ENSG00000111058	79611
HGNC:129	Approved	ACTA1	actin alpha 1, skeletal muscle	ACTA	ENSG00000143632	58
HGNC:130	Approved	ACTA2	actin alpha 2, smooth muscle		ENSG00000107796	59
HGNC:45169	Approved	ACTA2-AS1	ACTA2 antisense RNA 1		ENSG00000180139	100132116
HGNC:132	Approved	ACTB	actin beta		ENSG00000075624	60
HGNC:17780	Approved	ACTBL2	actin beta like 2		ENSG00000169067	345651
HGNC:134	Approved	ACTBP1	ACTB pseudogene 1		ENSG00000229145	643309
HGNC:135	Approved	ACTBP2	ACTB pseudogene 2		ENSG00000213763	62
HGNC:136	Approved	ACTBP3	ACTB pseudogene 3			63
HGNC:137	Approved	ACTBP4	ACTB pseudogene 4			64
HGNC:138	Entry Withdrawn	ACTBP5	actin, beta pseudogene 5			
HGNC:139	Approved	ACTBP6	ACTB pseudogene 6		ENSG00000203413	66
HGNC:140	Approved	ACTBP7	ACTB pseudogene 7		ENSG00000185607	67
HGNC:141	Approved	ACTBP8	ACTB pseudogene 8		ENSG00000220267	68
HGNC:142	Approved	ACTBP9	ACTB pseudogene 9		ENSG00000266920	69
HGNC:31819	Approved	ACTBP10	ACTB pseudogene 10			446207
HGNC:33971	Approved	ACTBP11	ACTB pseudogene 11		ENSG00000188460	644220
HGNC:150	Approved	ACTBP12	ACTB pseudogene 12	ACTGP5	ENSG00000233125	100462767
HGNC:44626	Approved	ACTBP13	ACTB pseudogene 13		ENSG00000234667	389120
HGNC:45086	Approved	ACTBP14	ACTB pseudogene 14		ENSG00000229001	389976
HGNC:143	Approved	ACTC1	actin alpha cardiac muscle 1	ACTC	ENSG00000159251	70
HGNC:51491	Approved	ACTE1P	actin epsilon 1, pseudogene		ENSG00000172900	399923
HGNC:144	Approved	ACTG1	actin gamma 1	ACTG	ENSG00000184009	71
HGNC:144	Approved	ACTG1	actin gamma 1	DFNA20	ENSG00000184009	71
HGNC:144	Approved	ACTG1	actin gamma 1	DFNA26	ENSG00000184009	71
HGNC:146	Approved	ACTG1P1	actin gamma 1 pseudogene 1	ACTGP1	ENSG00000178631	73
HGNC:146	Approved	ACTG1P1	actin gamma 1 pseudogene 1	ACT1GP1	ENSG00000178631	73
HGNC:147	Approved	ACTG1P2	actin gamma 1 pseudogene 2	ACTL2	ENSG00000229129	74
HGNC:147	Approved	ACTG1P2	actin gamma 1 pseudogene 2	ACTGP2	ENSG00000229129	74
HGNC:148	Approved	ACTG1P3	actin gamma 1 pseudogene 3	ACTGP3	ENSG00000215388	75
HGNC:149	Approved	ACTG1P4	actin gamma 1 pseudogene 4	ACTGP4	ENSG00000236085	648740
HGNC:151	Approved	ACTG1P6	actin gamma 1 pseudogene 6	ACTGP6		78
HGNC:152	Approved	ACTG1P7	actin gamma 1 pseudogene 7	ACTGP7		79
HGNC:153	Approved	ACTG1P8	actin gamma 1 pseudogene 8	ACTGP8		80
HGNC:154	Approved	ACTG1P9	actin gamma 1 pseudogene 9	ACTGP9	ENSG00000229349	82
HGNC:155	Approved	ACTG1P10	actin gamma 1 pseudogene 10	ACTL1	ENSG00000231340	83
HGNC:155	Approved	ACTG1P10	actin gamma 1 pseudogene 10	ACTGP10	ENSG00000231340	83
HGNC:37651	Approved	ACTG1P11	actin gamma 1 pseudogene 11		ENSG00000229465	414754
HGNC:44496	Approved	ACTG1P12	actin gamma 1 pseudogene 12		ENSG00000226642	100418921
HGNC:49058	Approved	ACTG1P13	actin gamma 1 pseudogene 13		ENSG00000241305	100418920
HGNC:49751	Approved	ACTG1P14	actin gamma 1 pseudogene 14		ENSG00000230581	100418910
HGNC:51495	Approved	ACTG1P15	actin gamma 1 pseudogene 15		ENSG00000259904	100418951
HGNC:51496	Approved	ACTG1P16	actin gamma 1 pseudogene 16		ENSG00000260298	100418960
HGNC:51497	Approved	ACTG1P17	actin gamma 1 pseudogene 17		ENSG00000259315	283693
HGNC:51498	Approved	ACTG1P18	actin gamma 1 pseudogene 18		ENSG00000218475	100418924
HGNC:51499	Approved	ACTG1P19	actin gamma 1 pseudogene 19		ENSG00000237999	644160
HGNC:51500	Approved	ACTG1P20	actin gamma 1 pseudogene 20		ENSG00000241547	644961
HGNC:51501	Approved	ACTG1P21	actin gamma 1 pseudogene 21		ENSG00000232672	100131291
HGNC:51502	Approved	ACTG1P22	actin gamma 1 pseudogene 22		ENSG00000271615	100131953
HGNC:51503	Approved	ACTG1P23	actin gamma 1 pseudogene 23		ENSG00000230362	442097
HGNC:49661	Approved	ACTG1P24	actin gamma 1 pseudogene 24	POTENP	ENSG00000226359	441783
HGNC:145	Approved	ACTG2	actin gamma 2, smooth muscle	ACTL3	ENSG00000163017	72
HGNC:145	Approved	ACTG2	actin gamma 2, smooth muscle	ACTA3	ENSG00000163017	72
HGNC:158	Entry Withdrawn	ACTL4	actin-like 4			
HGNC:159	Entry Withdrawn	ACTL5	actin-like 5			
HGNC:24124	Approved	ACTL6A	actin like 6A		ENSG00000136518	86
HGNC:160	Approved	ACTL6B	actin like 6B	ACTL6	ENSG00000077080	51412
HGNC:161	Approved	ACTL7A	actin like 7A		ENSG00000187003	10881
HGNC:162	Approved	ACTL7B	actin like 7B		ENSG00000148156	10880
HGNC:24018	Approved	ACTL8	actin like 8		ENSG00000117148	81569
HGNC:28494	Approved	ACTL9	actin like 9		ENSG00000181786	284382
HGNC:16127	Approved	ACTL10	actin like 10	C20orf134	ENSG00000182584	170487
HGNC:163	Approved	ACTN1	actinin alpha 1		ENSG00000072110	87
HGNC:20131	Approved	ACTN1-AS1	ACTN1 antisense RNA 1	C14orf84	ENSG00000259062	161159
HGNC:164	Approved	ACTN2	actinin alpha 2		ENSG00000077522	88
HGNC:165	Approved	ACTN3	actinin alpha 3 (gene/pseudogene)		ENSG00000248746	89
HGNC:166	Approved	ACTN4	actinin alpha 4	FSGS1	ENSG00000130402	81
HGNC:44028	Approved	ACTN4P1	actinin alpha 4 pseudogene 1		ENSG00000213493	344978
HGNC:44032	Approved	ACTN4P2	actinin alpha 4 pseudogene 2		ENSG00000214141	391026
HGNC:51621	Approved	ACTP1	actin family pseudogene 1		ENSG00000229890	106480335
HGNC:167	Approved	ACTR1A	actin related protein 1A		ENSG00000138107	10121
HGNC:54703	Approved	ACTR1AP1	ACTR1A pseudogene 1		ENSG00000233370	100287074
HGNC:168	Approved	ACTR1B	actin related protein 1B	CTRN2	ENSG00000115073	10120
HGNC:169	Approved	ACTR2	actin related protein 2		ENSG00000138071	10097
HGNC:170	Approved	ACTR3	actin related protein 3		ENSG00000115091	10096
HGNC:53965	Approved	ACTR3-AS1	ACTR3 antisense RNA 1			101060091
HGNC:17256	Approved	ACTR3B	actin related protein 3B		ENSG00000133627	57180
HGNC:37724	Approved	ACTR3BP1	ACTR3B pseudogene 1		ENSG00000270242	643050
HGNC:38677	Approved	ACTR3BP2	ACTR3B pseudogene 2		ENSG00000226481	440888
HGNC:38678	Approved	ACTR3BP3	ACTR3B pseudogene 3		ENSG00000260327	647156
HGNC:38681	Approved	ACTR3BP4	ACTR3B pseudogene 4		ENSG00000249283	777774
HGNC:38682	Approved	ACTR3BP5	ACTR3B pseudogene 5		ENSG00000227264	399746
HGNC:38683	Approved	ACTR3BP6	ACTR3B pseudogene 6		ENSG00000226444	644773
HGNC:37282	Approved	ACTR3C	actin related protein 3C		ENSG00000106526	653857
HGNC:31820	Approved	ACTR3P1	ACTR3 pseudogene 1			100288580
HGNC:38676	Approved	ACTR3P2	ACTR3 pseudogene 2		ENSG00000232267	100129013
HGNC:38679	Approved	ACTR3P3	ACTR3 pseudogene 3		ENSG00000242573	100128020
HGNC:14671	Approved	ACTR5	actin related protein 5		ENSG00000101442	79913
HGNC:24025	Approved	ACTR6	actin related protein 6		ENSG00000075089	64431
HGNC:44210	Approved	ACTR6P1	ACTR6 pseudogene 1		ENSG00000248915	100421495
HGNC:14672	Approved	ACTR8	actin related protein 8		ENSG00000113812	93973
HGNC:17372	Approved	ACTR10	actin related protein 10		ENSG00000131966	55860
HGNC:24027	Approved	ACTRT1	actin related protein T1		ENSG00000123165	139741
HGNC:24026	Approved	ACTRT2	actin related protein T2		ENSG00000169717	140625
HGNC:24022	Approved	ACTRT3	actin related protein T3		ENSG00000184378	84517
HGNC:171	Approved	ACVR1	activin A receptor type 1	ACVRLK2	ENSG00000115170	90
HGNC:172	Approved	ACVR1B	activin A receptor type 1B	ACVRLK4	ENSG00000135503	91
HGNC:18123	Approved	ACVR1C	activin A receptor type 1C		ENSG00000123612	130399
HGNC:173	Approved	ACVR2A	activin A receptor type 2A	ACVR2	ENSG00000121989	92
HGNC:174	Approved	ACVR2B	activin A receptor type 2B		ENSG00000114739	93
HGNC:44161	Approved	ACVR2B-AS1	ACVR2B antisense RNA 1		ENSG00000229589	100128640
HGNC:175	Approved	ACVRL1	activin A receptor like type 1	ACVRLK1	ENSG00000139567	94
HGNC:175	Approved	ACVRL1	activin A receptor like type 1	ORW2	ENSG00000139567	94
HGNC:177	Approved	ACY1	aminoacylase 1		ENSG00000243989	95
HGNC:24104	Approved	ACY3	aminoacylase 3		ENSG00000132744	91703
HGNC:179	Approved	ACYP1	acylphosphatase 1		ENSG00000119640	97
HGNC:180	Approved	ACYP2	acylphosphatase 2		ENSG00000170634	98
HGNC:185	Entry Withdrawn	AD5	Alzheimer disease 5			
HGNC:186	Approved	ADA	adenosine deaminase		ENSG00000196839	100
HGNC:1839	Approved	ADA2	adenosine deaminase 2	IDGFL	ENSG00000093072	51816
HGNC:1839	Approved	ADA2	adenosine deaminase 2	CECR1	ENSG00000093072	51816
HGNC:30713	Approved	ADAD1	adenosine deaminase domain containing 1		ENSG00000164113	132612
HGNC:44550	Approved	ADAD1P1	adenosine deaminase domain containing 1 pseudogene 1			100422386
HGNC:44552	Approved	ADAD1P2	adenosine deaminase domain containing 1 pseudogene 2		ENSG00000267511	100422407
HGNC:30714	Approved	ADAD2	adenosine deaminase domain containing 2		ENSG00000140955	161931
HGNC:31853	Approved	ADAL	adenosine deaminase like		ENSG00000168803	161823
HGNC:187	Approved	ADAM1A	ADAM metallopeptidase domain 1A (pseudogene)	ADAM1	ENSG00000229186	8759
HGNC:44366	Approved	ADAM1B	ADAM metallopeptidase domain 1B (pseudogene)		ENSG00000226469	100420505
HGNC:198	Approved	ADAM2	ADAM metallopeptidase domain 2	FTNB	ENSG00000104755	2515
HGNC:209	Approved	ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)	CYRN1	ENSG00000197475	1587
HGNC:210	Approved	ADAM3B	ADAM metallopeptidase domain 3B (pseudogene)	CYRN2	ENSG00000260089	1596
HGNC:212	Approved	ADAM5	ADAM metallopeptidase domain 5 (pseudogene)	ADAM5P	ENSG00000196115	255926
HGNC:213	Approved	ADAM6	ADAM metallopeptidase domain 6 (pseudogene)	C14orf96	ENSG00000271968	8755
HGNC:214	Approved	ADAM7	ADAM metallopeptidase domain 7		ENSG00000069206	8756
HGNC:215	Approved	ADAM8	ADAM metallopeptidase domain 8		ENSG00000151651	101
HGNC:216	Approved	ADAM9	ADAM metallopeptidase domain 9	CORD9	ENSG00000168615	8754
HGNC:188	Approved	ADAM10	ADAM metallopeptidase domain 10		ENSG00000137845	102
HGNC:189	Approved	ADAM11	ADAM metallopeptidase domain 11	MDC	ENSG00000073670	4185
HGNC:190	Approved	ADAM12	ADAM metallopeptidase domain 12		ENSG00000148848	8038
HGNC:43841	Entry Withdrawn	ADAM12-OT1	ADAM12 overlapping transcript 1 (non-protein coding)			
HGNC:193	Approved	ADAM15	ADAM metallopeptidase domain 15		ENSG00000143537	8751
HGNC:195	Approved	ADAM17	ADAM metallopeptidase domain 17	TACE	ENSG00000151694	6868
HGNC:196	Approved	ADAM18	ADAM metallopeptidase domain 18		ENSG00000168619	8749
HGNC:197	Approved	ADAM19	ADAM metallopeptidase domain 19		ENSG00000135074	8728
HGNC:199	Approved	ADAM20	ADAM metallopeptidase domain 20		ENSG00000134007	8748
HGNC:20102	Approved	ADAM20P1	ADAM metallopeptidase domain 20 pseudogene 1	C14orf55	ENSG00000259158	317760
HGNC:43901	Approved	ADAM20P2	ADAM metallopeptidase domain 20 pseudogene 2		ENSG00000248574	100533671
HGNC:43902	Approved	ADAM20P3	ADAM metallopeptidase domain 20 pseudogene 3		ENSG00000249162	644325
HGNC:200	Approved	ADAM21	ADAM metallopeptidase domain 21		ENSG00000139985	8747
HGNC:19822	Approved	ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1	ADAM21P	ENSG00000235812	145241
HGNC:201	Approved	ADAM22	ADAM metallopeptidase domain 22		ENSG00000008277	53616
HGNC:202	Approved	ADAM23	ADAM metallopeptidase domain 23		ENSG00000114948	8745
HGNC:203	Approved	ADAM24P	ADAM metallopeptidase domain 24, pseudogene		ENSG00000214607	646479
HGNC:206	Approved	ADAM28	ADAM metallopeptidase domain 28		ENSG00000042980	10863
HGNC:207	Approved	ADAM29	ADAM metallopeptidase domain 29		ENSG00000168594	11086
HGNC:208	Approved	ADAM30	ADAM metallopeptidase domain 30		ENSG00000134249	11085
HGNC:15479	Approved	ADAM32	ADAM metallopeptidase domain 32		ENSG00000197140	203102
HGNC:15478	Approved	ADAM33	ADAM metallopeptidase domain 33	C20orf153	ENSG00000149451	80332
HGNC:16299	Approved	ADAMDEC1	ADAM like decysin 1		ENSG00000134028	27299
HGNC:217	Approved	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1		ENSG00000154734	9510
HGNC:218	Approved	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2		ENSG00000087116	9509
HGNC:219	Approved	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3		ENSG00000156140	9508
HGNC:220	Approved	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4		ENSG00000158859	9507
HGNC:221	Approved	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5		ENSG00000154736	11096
HGNC:222	Approved	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6		ENSG00000049192	11174
HGNC:223	Approved	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7		ENSG00000136378	11173
HGNC:49407	Approved	ADAMTS7P1	ADAMTS7 pseudogene 1	ADAMTS7P2	ENSG00000274376	390660
HGNC:49409	Approved	ADAMTS7P3	ADAMTS7 pseudogene 3		ENSG00000261143	400406
HGNC:49410	Approved	ADAMTS7P4	ADAMTS7 pseudogene 4		ENSG00000218052	642935
HGNC:224	Approved	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8		ENSG00000134917	11095
HGNC:13202	Approved	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9		ENSG00000163638	56999
HGNC:40625	Approved	ADAMTS9-AS1	ADAMTS9 antisense RNA 1		ENSG00000241158	101929335
HGNC:42435	Approved	ADAMTS9-AS2	ADAMTS9 antisense RNA 2		ENSG00000241684	100507098
HGNC:13201	Approved	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10		ENSG00000142303	81794
HGNC:14605	Approved	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12		ENSG00000151388	81792
HGNC:1366	Approved	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	C9orf8	ENSG00000160323	11093
HGNC:14899	Approved	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14		ENSG00000138316	140766
HGNC:16305	Approved	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15		ENSG00000166106	170689
HGNC:17108	Approved	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16		ENSG00000145536	170690
HGNC:17109	Approved	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17		ENSG00000140470	170691
HGNC:17110	Approved	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	ADAMTS21	ENSG00000140873	170692
HGNC:17111	Approved	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19		ENSG00000145808	171019
HGNC:40797	Approved	ADAMTS19-AS1	ADAMTS19 antisense RNA 1		ENSG00000249421	103689846
HGNC:17178	Approved	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20		ENSG00000173157	80070
HGNC:14632	Approved	ADAMTSL1	ADAMTS like 1	C9orf94	ENSG00000178031	92949
HGNC:14631	Approved	ADAMTSL2	ADAMTS like 2		ENSG00000197859	9719
HGNC:14633	Approved	ADAMTSL3	ADAMTS like 3		ENSG00000156218	57188
HGNC:19706	Approved	ADAMTSL4	ADAMTS like 4	TSRC1	ENSG00000143382	54507
HGNC:32041	Approved	ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1	C1orf138	ENSG00000203804	574406
HGNC:40895	Approved	ADAMTSL4-AS2	ADAMTSL4 antisense RNA 2		ENSG00000237781	100289061
HGNC:27912	Approved	ADAMTSL5	ADAMTS like 5	THSD6	ENSG00000185761	339366
HGNC:16486	Approved	ADAP1	ArfGAP with dual PH domains 1	CENTA1	ENSG00000105963	11033
HGNC:16487	Approved	ADAP2	ArfGAP with dual PH domains 2	CENTA2	ENSG00000184060	55803
HGNC:225	Approved	ADAR	adenosine deaminase RNA specific	IFI4	ENSG00000160710	103
HGNC:225	Approved	ADAR	adenosine deaminase RNA specific	G1P1	ENSG00000160710	103
HGNC:226	Approved	ADARB1	adenosine deaminase RNA specific B1		ENSG00000197381	104
HGNC:227	Approved	ADARB2	adenosine deaminase RNA specific B2 (inactive)		ENSG00000185736	105
HGNC:23299	Approved	ADARB2-AS1	ADARB2 antisense RNA 1	C10orf109	ENSG00000205696	642394
HGNC:23299	Approved	ADARB2-AS1	ADARB2 antisense RNA 1	NCRNA00168	ENSG00000205696	642394
HGNC:228	Approved	ADAT1	adenosine deaminase tRNA specific 1		ENSG00000065457	23536
HGNC:21172	Approved	ADAT2	adenosine deaminase tRNA specific 2	DEADC1	ENSG00000189007	134637
HGNC:25151	Approved	ADAT3	adenosine deaminase tRNA specific 3		ENSG00000213638	113179
HGNC:19038	Approved	ADCK1	aarF domain containing kinase 1		ENSG00000063761	57143
HGNC:19039	Approved	ADCK2	aarF domain containing kinase 2		ENSG00000133597	90956
HGNC:21738	Approved	ADCK5	aarF domain containing kinase 5		ENSG00000173137	203054
HGNC:229	Approved	ADCP1	adenosine deaminase complexing protein 1			106
HGNC:232	Approved	ADCY1	adenylate cyclase 1	DFNB44	ENSG00000164742	107
HGNC:233	Approved	ADCY2	adenylate cyclase 2		ENSG00000078295	108
HGNC:234	Approved	ADCY3	adenylate cyclase 3		ENSG00000138031	109
HGNC:235	Approved	ADCY4	adenylate cyclase 4		ENSG00000129467	196883
HGNC:236	Approved	ADCY5	adenylate cyclase 5		ENSG00000173175	111
HGNC:237	Approved	ADCY6	adenylate cyclase 6		ENSG00000174233	112
HGNC:53332	Approved	ADCY6-DT	ADCY6 divergent transcript		ENSG00000257660	100506125
HGNC:238	Approved	ADCY7	adenylate cyclase 7		ENSG00000121281	113
HGNC:239	Approved	ADCY8	adenylate cyclase 8	ADCY3	ENSG00000155897	114
HGNC:240	Approved	ADCY9	adenylate cyclase 9		ENSG00000162104	115
HGNC:21285	Approved	ADCY10	adenylate cyclase 10		ENSG00000143199	55811
HGNC:44143	Approved	ADCY10P1	ADCY10 pseudogene 1		ENSG00000161912	221442
HGNC:241	Approved	ADCYAP1	adenylate cyclase activating polypeptide 1		ENSG00000141433	116
HGNC:242	Approved	ADCYAP1R1	ADCYAP receptor type I		ENSG00000078549	117
HGNC:243	Approved	ADD1	adducin 1		ENSG00000087274	118
HGNC:244	Approved	ADD2	adducin 2		ENSG00000075340	119
HGNC:245	Approved	ADD3	adducin 3	ADDL	ENSG00000148700	120
HGNC:48682	Approved	ADD3-AS1	ADD3 antisense RNA 1		ENSG00000203876	100505933
HGNC:247	Entry Withdrawn	ADFN	albinism-deafness syndrome			
HGNC:21212	Approved	ADGB	androglobin	C6orf103	ENSG00000118492	79747
HGNC:13838	Approved	ADGRA1	adhesion G protein-coupled receptor A1	GPR123	ENSG00000197177	84435
HGNC:49543	Approved	ADGRA1-AS1	ADGRA1 antisense RNA 1	GPR123-AS1	ENSG00000256925	100128127
HGNC:17849	Approved	ADGRA2	adhesion G protein-coupled receptor A2	GPR124	ENSG00000020181	25960
HGNC:13839	Approved	ADGRA3	adhesion G protein-coupled receptor A3	GPR125	ENSG00000152990	166647
HGNC:943	Approved	ADGRB1	adhesion G protein-coupled receptor B1	BAI1	ENSG00000181790	575
HGNC:944	Approved	ADGRB2	adhesion G protein-coupled receptor B2	BAI2	ENSG00000121753	576
HGNC:945	Approved	ADGRB3	adhesion G protein-coupled receptor B3	BAI3	ENSG00000135298	577
HGNC:19893	Approved	ADGRD1	adhesion G protein-coupled receptor D1	GPR133	ENSG00000111452	283383
HGNC:53314	Approved	ADGRD1-AS1	ADGRD1 antisense RNA 1		ENSG00000256151	105755954
HGNC:18651	Approved	ADGRD2	adhesion G protein-coupled receptor D2	GPR144	ENSG00000180264	347088
HGNC:3336	Approved	ADGRE1	adhesion G protein-coupled receptor E1	TM7LN3	ENSG00000174837	2015
HGNC:3336	Approved	ADGRE1	adhesion G protein-coupled receptor E1	EMR1	ENSG00000174837	2015
HGNC:3337	Approved	ADGRE2	adhesion G protein-coupled receptor E2	EMR2	ENSG00000127507	30817
